avg_loss_pct,avg_win_pct,consistency_score,final_capital,hard_sl_pct,max_drawdown_pct,min_confidence,note,profitable_months,return_pct,risk_per_trade_pct,time_stop_minutes,total_months,trade_count,win_rate
7.186,8.369,0.0,1454.56,5.0,98.588,0.85,,0,-97.091,9,25,4,429,0.4266
7.178,8.448,0.0,1475.56,5.0,98.329,0.9,,1,-97.049,9,25,6,531,0.4444
7.855,9.529,0.0,634.25,5.0,99.581,0.95,,2,-98.731,9,25,7,486,0.4424
7.962,9.288,0.0,1068.25,5.0,99.01,1.0,,2,-97.863,9,25,7,343,0.4402
7.39,7.616,0.0,1009.19,5.0,99.231,0.8,,0,-97.982,10,25,3,418,0.4474
7.186,8.369,0.0,1454.56,5.0,98.588,0.85,,0,-97.091,10,25,4,429,0.4266
7.178,8.448,0.0,1475.56,5.0,98.329,0.9,,1,-97.049,10,25,6,531,0.4444
7.855,9.529,0.0,634.25,5.0,99.581,0.95,,2,-98.731,10,25,7,486,0.4424
7.962,9.288,0.0,1068.25,5.0,99.01,1.0,,2,-97.863,10,25,7,343,0.4402
7.772,9.329,0.0,13169.5,5.0,81.049,0.8,,3,-73.661,1,30,13,2476,0.4479
7.989,9.667,0.0171,20463.5,5.0,71.205,0.85,,5,-59.073,1,30,13,1646,0.4459
7.997,9.784,0.0,34238.63,5.0,51.751,0.9,,6,-31.523,1,30,13,1266,0.4487
8.226,9.666,0.0,32756.81,5.0,56.628,0.95,,5,-34.486,1,30,13,950,0.4558
8.606,9.981,0.0,40541.25,5.0,45.3,1.0,,7,-18.917,1,30,13,676,0.463
7.848,9.733,0.0,3716.87,5.0,95.581,0.8,,2,-92.566,2,30,9,1776,0.4358
7.989,9.667,0.0,5600.31,5.0,94.821,0.85,,4,-88.799,2,30,13,1646,0.4459
7.997,9.784,0.017,7738.38,5.0,89.482,0.9,,5,-84.523,2,30,13,1266,0.4487
8.226,9.666,0.0,12717.56,5.0,87.533,0.95,,3,-74.565,2,30,13,950,0.4558
8.606,9.981,0.0,18748.06,5.0,75.468,1.0,,5,-62.504,2,30,13,676,0.463
7.163,8.083,0.0,2411.37,5.0,97.638,0.8,,1,-95.177,3,30,4,613,0.4225
7.79,9.757,0.0279,2388.19,5.0,97.25,0.85,,2,-95.224,3,30,7,864,0.4398
8.125,10.317,0.0037,2380.75,5.0,96.762,0.9,,2,-95.238,3,30,9,812,0.4347
8.286,9.773,0.0,2484.44,5.0,97.646,0.95,,3,-95.031,3,30,12,922,0.4555
8.606,9.981,0.0,5220.56,5.0,94.025,1.0,,4,-89.559,3,30,13,676,0.463
